x,w,t,id,y
0.42828211,0.65346086,0,307,-0.25934321
0.021758124,0.69644457,1,308,-0.9964838
0.94326675,0.74434936,1,308,2.1373658
0.86671197,-0.32126334,0,309,0.33072701
0.84565753,-0.78866553,0,309,1.1369324
0.82874966,0.7245211,0,310,0.80591816
0.68194115,0.12264539,0,310,0.82434589
0.96693265,0.24975945,1,311,2.7224536
0.76287133,-0.27470759,0,311,0.50317693
0.76898021,-0.063973844,1,312,2.40434
0.28514433,0.47170854,0,312,-0.13337114
0.94567078,0.45192903,1,313,2.038754
0.026154125,0.23173714,0,313,-0.25267184
0.83265454,-0.055254899,1,314,2.6386385
0.28832573,0.58630526,1,314,0.14649922
0.60760194,-0.24982081,0,315,-0.68869305
0.10934786,-0.64760959,1,315,-2.7825232
0.43960869,-0.97098607,1,316,0.24888852
0.31544557,-0.93561804,0,316,-1.3243099
0.73012149,-0.37525433,0,317,0.13485193
0.4645921,0.75261915,0,317,0.08098492
0.36009637,0.081858248,1,318,0.55185109
0.2892848,-0.76095015,1,318,0.22375977
0.38654014,-0.71210629,1,319,-1.7316787
0.56712538,-0.69656307,1,319,-0.13341618
0.44383198,0.20040418,0,320,-0.43300301
0.87310892,-0.72252816,1,320,1.7359303
0.91692835,0.79240578,1,321,4.5660706
0.94097388,-0.72437787,1,321,2.6986101
0.30490637,0.94300663,0,322,1.3851075
0.17256789,-0.12540673,0,322,-1.4048516
0.76756912,-0.42664841,1,323,3.0866778
0.62281376,0.59372991,0,323,1.004722
0.49693385,0.52950031,1,324,2.6596756
0.17267933,-0.42148909,1,324,-1.7651179
0.24842711,-0.89282507,1,325,-0.39010531
0.48193657,0.19468953,1,325,1.9158903
0.12554415,-0.41532674,0,326,-2.7891428
0.53858155,0.30100289,0,326,2.9503119
0.34410045,0.51365161,0,327,-0.028782681
0.020491473,-0.37183493,0,327,-3.9037962
0.76857668,0.72879452,1,328,2.110678
0.043724913,0.66323149,1,328,-0.26332068
0.93596947,0.60088813,1,329,3.313237
0.13601346,0.49046537,1,329,-2.046165
0.87652111,-0.94461668,1,330,1.7173609
0.089528866,-0.96671975,0,330,-4.7041936
0.48689488,0.42163366,1,331,1.8775455
0.10542974,-0.18007219,1,331,-1.3292081
0.75991303,-0.79535073,1,332,2.0468049
0.95352638,-0.94668984,0,332,0.46388018
0.93739831,0.30158025,0,333,0.67150837
0.39194548,-0.48614535,1,333,0.26967517
0.28218526,-0.8361662,1,334,-2.2952566
0.83302939,-0.43183941,0,334,0.53715634
0.59543276,0.12396735,0,335,0.23648563
0.09017162,-0.22606085,0,335,-2.6962845
0.61994654,-0.51302463,0,336,0.75963515
0.97510093,0.36239436,0,336,1.9094306
0.11020612,0.67080832,0,337,-2.0630121
0.18212424,0.42902756,1,337,0.17302936
0.33065793,-0.11930978,0,338,-2.8218074
0.51571167,0.041544631,1,338,4.0922608
0.42614186,-0.27605286,1,339,0.94621611
0.78268248,-0.016876867,0,339,-0.12988631
0.67599005,0.27801487,0,340,-0.3096818
0.7907576,-0.44863757,1,340,2.6340141
0.73401791,0.03428597,1,341,2.3766785
0.52338678,0.51344448,0,341,1.1802579
0.67906135,-0.88408273,1,342,0.54972041
0.64817667,0.48880249,1,342,1.6634712
0.98059416,0.35631371,1,343,5.751276
0.006442578,-0.35410002,0,343,-0.98266912
0.34447014,0.97819299,0,344,0.85693145
0.088032864,-0.97774047,1,344,-2.1862633
0.088328704,0.58632773,1,345,0.98458105
0.94878638,-0.51875448,1,345,2.075491
0.1747513,0.3087,1,346,-0.46110448
0.90343118,-0.24003267,1,346,2.128346
0.20155974,-0.30107486,0,347,-2.4817359
0.78588301,-0.17616075,1,347,2.8854253
0.27025303,0.73991901,0,348,-1.2563043
0.96572322,-0.86860359,0,348,1.1727846
0.91422468,-0.43005744,1,349,1.7335322
0.2268948,-0.48093528,1,349,0.38243586
0.31751895,0.27971548,1,350,0.10747954
0.64555311,-0.92461127,0,350,-1.0333782
0.15943331,0.99330044,1,351,-0.10523796
0.56548941,-0.28126991,1,351,1.9002655
0.92610091,-0.33988595,1,352,2.8176689
0.014155326,-0.34335244,1,352,-1.8194356
0.27086681,0.030460207,0,353,-0.91413301
0.036537822,0.99731982,1,353,0.34875762
0.75398165,-0.80461115,1,354,0.16438442
0.59254158,0.47013423,1,354,2.1948354
0.33320677,0.68110961,0,355,-0.71116811
0.63139421,-0.85296935,1,355,-0.27717173
0.036242913,0.87008947,0,356,-0.36416829
0.4530721,0.94106895,1,356,2.2854068
0.72512376,-0.28295973,1,357,2.1684544
0.000228111,0.3609302,1,357,-1.7125351
0.97040427,-0.92429751,0,358,0.65369534
0.55841488,-0.25131854,0,358,0.14280535
0.84031504,0.68172586,0,359,2.5766833
0.087395735,-0.42922854,1,359,0.016499758
0.73362404,-0.48840377,0,360,-0.68948412
0.12323127,-0.40923133,1,360,0.60942554
0.094656482,0.98686135,1,361,0.76464754
0.42291966,0.38262594,0,361,-0.26562434
0.58511639,0.5958147,0,362,2.1148212
0.54817879,0.40743908,1,362,0.068591923
0.97985905,0.8828429,0,363,0.76694334
0.39941105,0.42463058,1,363,0.97093332
0.059106193,0.72356039,1,364,-0.7501843
0.099605605,0.7242617,0,364,-1.2692947
0.73818249,-0.12336683,0,365,0.78448784
0.82497305,-0.47908372,1,365,0.41086811
0.18984748,-0.56604201,0,366,-0.95417589
0.65262312,0.38180256,1,366,2.7372098
0.91153091,-0.067813538,0,367,1.345884
0.77551484,-0.10215437,1,367,2.4517078
0.85150838,-0.7460289,0,368,1.3112425
0.47692916,0.83795047,1,368,0.058229804
0.53891701,-0.90161973,1,369,1.5949728
0.7401017,-0.60387135,0,369,-1.3136423
0.067415543,-0.59645355,0,370,-2.666225
0.072496332,-0.58140284,0,370,-3.9572387
0.47778323,-0.35538176,1,371,-0.49539521
0.62190765,-0.73013854,1,371,0.027806461
0.57722485,-0.61448818,0,372,-0.25733411
0.7375145,0.58660173,0,372,1.378425
0.27532199,-0.62114978,1,373,0.1033408
0.098485887,-0.19356972,0,373,-3.0519888
0.34664714,-0.98418522,0,374,-1.7429112
0.27632305,0.67798442,1,374,-0.4133476
0.74724615,0.12919615,0,375,2.6114242
0.1013545,0.64020002,0,375,-0.53065521
0.69814336,-0.96956414,0,376,-1.0077441
0.42689493,-0.66115683,1,376,1.367079
0.018916728,-0.28101608,0,377,-1.3072554
0.24318904,-0.65205044,1,377,0.32317775
0.33883482,-0.50106514,1,378,0.36945099
0.53910351,-0.53095311,0,378,0.033304542
0.73878843,0.62651759,0,379,2.1025839
0.90158683,-0.58002019,1,379,2.6203637
0.38317013,0.27244246,1,380,1.2487607
0.13865733,-0.22085822,0,380,-1.973935
0.7615869,0.66660488,1,381,1.4822421
0.18416883,0.35174876,0,381,-1.0362746
0.24224482,-0.77467525,0,382,-0.36668193
0.45519021,0.11830524,1,382,0.88261366
0.78083766,0.49184036,1,383,2.3791294
0.81612182,0.57272822,1,383,2.9399409
0.35410246,-0.21449979,1,384,-0.47616237
0.16981305,-0.98719394,1,384,-2.1214447
0.53906804,-0.93239868,1,385,0.077490747
0.89349127,-0.68628937,1,385,2.1404214
0.6835748,0.090581022,0,386,1.3054481
0.23537092,0.22334474,1,386,-0.32942355
0.044494607,-0.1309626,1,387,0.62627268
0.22137088,-0.39841798,0,387,-0.96505702
0.3372553,0.63551098,0,388,0.83357924
0.55472279,-0.83583897,0,388,0.55679435
0.89149261,0.007487797,0,389,2.5298221
0.027716277,0.420358,0,389,-2.9872556
0.039429709,0.37398612,1,390,-0.36336923
0.29380792,-0.77735138,1,390,0.259624
0.35533166,0.50901431,0,391,0.8087101
0.62228328,0.94267696,1,391,2.1124048
0.77066898,-0.80033189,0,392,-1.320642
0.94995505,0.96138263,0,392,3.7545977
0.45026353,0.95723575,1,393,-0.053838238
0.53181005,-0.079025328,1,393,1.4279515
0.60005617,0.26557723,1,394,0.47337154
0.95116276,-0.19968987,0,394,2.921113
0.29733595,0.20611316,1,395,0.42979309
0.32200673,0.33839154,0,395,-1.6916423
0.47079349,-0.14774282,1,396,-0.059120432
0.71313119,0.57434827,1,396,2.813025
0.51938903,-0.67041123,1,397,0.86932242
0.42210284,-0.28182811,1,397,0.99837023
0.96431804,0.22109757,0,398,3.7257969
0.42540947,-0.16168515,0,398,-0.23657978
0.032320257,0.36025304,0,399,-1.817114
0.80898207,-0.35352328,0,399,0.34937558
0.48586395,0.43012357,0,400,1.770412
0.75873059,0.12197281,0,400,0.79225093
0.81537193,0.5704155,0,401,2.9603117
0.75809604,0.28345439,0,401,0.46550867
0.11393215,-0.32059079,1,402,-0.49318838
0.35858929,0.4851808,1,402,0.16912144
0.15621559,-0.017246155,0,403,-3.227706
0.61752248,0.35110793,1,403,2.4513533
0.12347493,-0.31580973,0,404,-3.2762785
0.94571358,-0.91619092,0,404,2.5460052
0.22139019,0.76994008,0,405,-0.052364022
0.049149454,0.67644781,1,405,0.30108535
0.46283016,0.45731798,1,406,2.3708498
0.95960772,0.65723908,1,406,1.8100526
0.95130605,0.31564629,0,407,2.0918608
0.096311361,-0.96252197,0,407,-2.8371482
0.94274646,0.72324473,0,408,2.0716922
0.22717187,0.57550275,1,408,-0.7414943
0.92326772,0.5934906,0,409,1.5232494
0.24944343,-0.28216171,1,409,-0.46870953
0.59376156,0.49282461,1,410,1.6388515
0.005267374,-0.39428326,1,410,-1.9689612
0.38269609,-0.98876441,0,411,-2.33676
0.7306208,0.84421587,1,411,1.8989468
0.64403909,0.068164349,1,412,2.3675952
0.029629827,-0.68935031,1,412,-4.2186685
0.3663699,-0.11184491,0,413,-1.0034455
0.21135855,0.63415468,0,413,-0.97658551
0.78600222,-0.19029577,1,414,2.6210973
0.04513685,0.75048447,0,414,-0.81160724
0.78875041,-0.36708218,1,415,2.0062146
0.074802682,0.90039128,0,415,-0.88459331
0.49265984,0.57340491,1,416,3.2947574
0.59541786,-0.37807968,1,416,0.08830592
0.39778271,-0.014537574,1,417,-1.4707154
0.032222863,-0.68544358,0,417,-3.0187035
0.98601848,0.95285952,0,418,1.6858654
0.63186127,0.71900439,1,418,1.7392037
0.30871198,-0.45187324,0,419,-0.4091202
0.54208183,-0.18742193,0,419,0.75236619
0.73400635,0.62927651,1,420,1.2891927
0.10696241,-0.89711261,0,420,-2.7800591
0.73298824,0.25850895,0,421,0.49870268
0.82740265,0.27511892,0,421,0.46595392
0.5788672,0.63782883,0,422,-0.32654175
0.39509714,0.49694201,0,422,0.93200338
0.74573624,0.13692497,1,423,1.479018
0.19101588,0.39164621,1,423,0.57671428
0.63895655,0.76338255,1,424,1.4998138
0.29780352,-0.4926199,0,424,0.78518152
0.045027472,-0.28302094,1,425,-1.289441
0.23400818,-0.23467621,1,425,-0.186823
0.56092584,-0.23411898,1,426,-1.3417786
0.72425079,0.98666114,0,426,3.1504469
0.74727404,-0.58352286,1,427,2.1008809
0.14919169,0.42090091,1,427,0.26638317
0.91677874,-0.37289774,1,428,1.7905304
0.14304711,0.71080309,1,428,0.38029027
0.50807446,0.59954995,1,429,3.0622787
0.68582886,-0.77530956,1,429,2.0967443
0.40200371,-0.45031896,0,430,-1.585464
0.50386965,0.75411242,0,430,0.53279835
0.82386804,-0.63849413,1,431,2.9059198
0.033829875,0.80017471,0,431,-0.33388942
0.21638468,-0.64863598,1,432,-1.3675135
0.22999652,-0.67468524,1,432,-0.97176623
0.4530488,0.39500439,0,433,-0.92955446
0.21742232,-0.46678445,0,433,-2.1691136
0.95343804,0.11793242,1,434,2.6996436
0.26974148,-0.37490568,0,434,-1.1453202
0.4784922,0.65463561,0,435,0.89613056
0.51659042,0.21754743,0,435,1.0750978
0.15414318,-0.37177086,0,436,-1.4120255
0.81707346,0.4244498,1,436,3.2434435
0.69977409,0.31280771,0,437,0.85513985
0.58133453,0.81127685,0,437,3.4666102
0.062861323,-0.44993922,0,438,-1.2114357
0.83411247,0.7768479,0,438,0.82947212
0.40116516,-0.05488776,0,439,-0.6974867
0.27010363,-0.1995825,0,439,-0.67585725
0.55041242,-0.77466118,0,440,2.120055
0.65646392,-0.82197535,0,440,-0.8292926
0.25411803,0.054870766,1,441,1.5860716
0.059836186,0.96440816,1,441,-0.50376272
0.32361645,0.11260047,0,442,-1.721714
0.58290839,-0.2428591,1,442,1.7693623
0.27287415,-0.41684842,1,443,1.0978401
0.40031973,0.36625552,0,443,0.26316306
0.21495496,-0.76978737,1,444,-2.6579828
0.21338154,0.99631089,1,444,1.5508614
0.82927001,0.92842811,1,445,2.5554514
0.42171451,-0.9857887,0,445,-1.3036504
0.41875836,-0.24338265,0,446,0.61326301
0.13805601,0.76295018,1,446,-0.11926591
0.40318769,0.17066973,0,447,-0.69112653
0.36647022,-0.55542636,1,447,-1.4577632
0.33971211,-0.71402854,1,448,0.22133589
0.33987978,0.47217354,0,448,-0.18933947
0.033409607,-0.13383,1,449,-0.7225278
0.49737185,-0.063901782,1,449,0.91506189
0.36410841,0.44923455,0,450,-1.1706023
0.7616924,0.27982071,1,450,2.3660371
0.6042549,0.66562825,1,451,2.5904999
0.81003803,-0.59931183,0,451,1.5934992
0.94695181,-0.86935353,1,452,2.8968863
0.55552369,-0.55664331,0,452,0.40603527
0.98840439,0.312951,1,453,3.8910294
0.018414481,-0.88142341,0,453,-2.7234941
0.36365977,0.54291946,1,454,1.5545752
0.1770708,0.61464149,1,454,-0.96648759
0.11220665,-0.95099092,0,455,-0.59438729
0.86416823,0.57636648,0,455,3.1295953
0.55614758,-0.17504357,0,456,1.2551838
0.14443071,0.13990614,0,456,-1.7424781
0.38542151,0.38460177,0,457,1.6459216
0.80214393,0.19778672,1,457,2.0935011
0.30643532,0.12772028,0,458,-1.3628719
0.79511166,-0.55206054,0,458,0.17211205
0.03111919,0.46646902,0,459,0.30854055
0.30084273,-0.66490245,0,459,-1.698457
0.91439903,0.50690871,1,460,1.8756576
0.31913537,-0.55200112,1,460,-1.9103198
0.33798024,-0.7417807,0,461,-0.68508756
0.82131988,0.75272858,0,461,1.7792994
0.37677035,0.39643389,0,462,-0.038306255
0.026740966,0.16116601,1,462,-0.86504227
0.479256,-0.016693328,0,463,0.72630984
0.34671748,0.33506554,0,463,-1.2061179
0.22629674,0.1547204,0,464,-1.0353138
0.84224707,-0.51337028,1,464,2.8892758
0.86064351,0.50160086,1,465,2.3630641
0.38317549,0.2702826,1,465,-0.34916267
0.070679478,-0.66703475,0,466,-2.6988678
0.38100216,0.10278141,0,466,-0.000206716
0.62133384,-0.51757818,1,467,1.9584377
0.16112418,-0.22445109,0,467,-0.77612019
0.80561072,0.96999478,1,468,3.0870306
0.76718378,0.62531275,1,468,2.4804912
0.10907575,0.87355959,0,469,-0.49407053
0.81361812,-0.35290688,1,469,1.1012611
0.11157726,-0.84124923,0,470,-2.0238397
0.077664584,-0.8410607,0,470,-5.1598582
0.038787037,-0.86639756,1,471,-0.89598703
0.22710444,0.19982545,1,471,0.46369392
0.24361588,-0.37041467,0,472,-2.5087173
0.53725648,-0.77333945,1,472,0.26790404
0.37487954,-0.25801349,1,473,0.76772165
0.55576116,-0.69129664,0,473,0.084891587
0.10580768,-0.61658698,1,474,-1.1225246
0.53339815,-0.1611151,0,474,1.4144251
0.032400504,0.88464415,1,475,-0.47648287
0.35768232,-0.93069965,0,475,-2.6885653
0.38386902,-0.87700152,1,476,0.13326797
0.19255306,-0.57093209,0,476,-2.3068912
0.43231216,-0.61036015,0,477,-0.34182808
0.82222831,-0.61262321,1,477,1.4228063
0.59190798,-0.68535197,0,478,0.57489026
0.47659141,0.93296868,1,478,1.4097393
0.61207008,0.62204319,1,479,0.67844975
0.50366348,-0.85053384,0,479,-1.0337131
0.9055776,-0.095376261,0,480,1.6963421
0.91115081,0.62838489,1,480,4.6792035
0.58578867,0.66573322,1,481,2.8399198
0.48395503,0.23255044,1,481,2.3385272
0.056727067,0.84640038,0,482,-0.89955658
0.71987599,0.91264933,1,482,3.4704776
0.098214202,-0.55621719,0,483,-1.7357309
0.14682622,-0.34583658,1,483,0.11748153
0.85627162,-0.24515527,0,484,0.97600782
0.17274719,0.33683741,0,484,-0.27655917
0.91008872,-0.38916674,1,485,2.1588097
0.2703315,0.62600315,0,485,0.9444406
0.10923272,-0.63686484,1,486,-0.73790967
0.98805255,-0.81942171,1,486,2.2775552
0.13858472,-0.070942573,1,487,-0.55017507
0.10189297,-0.3835409,0,487,-1.9022936
0.51495492,-0.79918152,0,488,0.81714767
0.24606892,-0.60735786,0,488,-1.5153679
0.35784954,-0.16864555,1,489,0.46906614
0.24410132,-0.29469371,0,489,-0.4272598
0.5132767,-0.81782228,0,490,0.00428999
0.29463893,-0.21777968,0,490,-2.0628452
0.72576523,0.8083635,0,491,2.4962747
0.30927712,0.2867032,1,491,-0.51021469
0.33067188,-0.43767941,0,492,-0.5587495
0.011785289,-0.82936186,1,492,-0.26945215
0.62333751,0.97023678,1,493,2.4463475
0.66182703,-0.9529072,0,493,0.17131105
0.49191979,-0.53665501,1,494,2.145359
0.84249026,0.29088193,0,494,1.7246503
0.1320511,0.70924562,1,495,0.48846108
0.23804747,0.53878981,1,495,-0.35724902
0.48217881,-0.36630639,0,496,-0.88695729
0.60634625,-0.20500302,1,496,1.2114557
0.92012662,-0.10154275,0,497,1.7370963
0.33394918,0.010397844,1,497,0.28118894
0.40160185,0.27710783,1,498,2.149941
0.97759569,0.48079893,1,498,3.5299194
0.1003559,0.20273638,1,499,-0.12106031
0.37465954,0.29082978,0,499,2.0142424
0.7756713,-0.45231655,1,500,2.5755005
0.10569689,-0.41984454,0,500,-0.065551311
